date,count
2017-07-18,15
2017-07-19,171
2017-07-20,50
2017-07-21,461
2017-07-22,24
2017-07-23,6
2017-07-24,229
2017-07-25,61
2017-07-26,118
2017-07-27,91
2017-07-28,5
2017-07-29,24
2017-07-30,213
2017-07-31,88
2017-08-01,38
2017-08-02,12
2017-08-03,142
2017-08-04,12
2017-08-05,8
2017-08-06,84
2017-08-07,104
2017-08-08,9
2017-08-09,30
2017-08-10,56
2017-08-11,243
2017-08-12,80
2017-08-13,6
2017-08-14,170
2017-08-15,16
2017-08-16,12
2017-08-18,27
2017-08-20,9
2017-08-21,65
2017-08-22,200
2017-08-23,85
2017-08-24,105
2017-08-26,87
2017-08-27,69
2017-08-28,6
2017-08-29,30
2017-08-30,102
2017-09-01,78
2017-09-03,38
2017-09-04,59
2017-09-05,2
2017-09-06,11
2017-09-07,33
2017-09-08,265
2017-09-09,12
2017-09-10,96
2017-09-11,17
2017-09-12,103
2017-09-13,151
2017-09-14,74
2017-09-16,21
2017-09-17,22
2017-09-18,22
2017-09-19,72
2017-09-20,195
2017-09-21,157
2017-09-22,72
2017-09-23,112
2017-09-24,16
2017-09-25,345
2017-09-26,32
2017-09-27,52
2017-09-28,11
2017-09-29,426
2017-09-30,20
2017-10-01,55
2017-10-02,32
2017-10-03,69
2017-10-04,37
2017-10-05,111
2017-10-06,73
2017-10-07,68
2017-10-08,17
2017-10-09,122
2017-10-10,151
2017-10-11,36
2017-10-12,50
2017-10-13,59
2017-10-14,26
2017-10-15,149
2017-10-16,9
2017-10-17,70
2017-10-18,2
2017-10-20,52
2017-10-22,74
2017-10-23,14
2017-10-24,149
2017-10-25,12
